name,score1,score2,moves1,moves2,time1,time2
Gain - Max | HORIZONTAL - VERTICAL,593,585,93,92,1,0
Gain - Max | VERTICAL - HORIZONTAL,868,874,163,162,0,2
Avg - Gain | HORIZONTAL - VERTICAL,953,926,185,184,0,1
Avg - Gain | VERTICAL - HORIZONTAL,986,961,195,194,0,1
Gain - Avg | HORIZONTAL - VERTICAL,761,763,138,137,1,0
Gain - Avg | VERTICAL - HORIZONTAL,638,638,109,108,0,1
Avg - Max | HORIZONTAL - VERTICAL,1001,976,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,1001,976,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,972,971,189,188,1,0
Max - Avg | VERTICAL - HORIZONTAL,982,995,200,199,0,2
Max - Gain | HORIZONTAL - VERTICAL,982,988,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,997,973,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,779,763,129,128,1,0
Gain - Max | VERTICAL - HORIZONTAL,901,897,169,168,1,1
Avg - Gain | HORIZONTAL - VERTICAL,992,950,197,196,1,2
Avg - Gain | VERTICAL - HORIZONTAL,963,918,186,185,1,1
Gain - Avg | HORIZONTAL - VERTICAL,833,856,159,158,1,0
Gain - Avg | VERTICAL - HORIZONTAL,814,823,155,154,0,1
Avg - Max | HORIZONTAL - VERTICAL,984,978,197,196,1,0
Avg - Max | VERTICAL - HORIZONTAL,992,978,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,978,978,196,195,0,0
Max - Avg | VERTICAL - HORIZONTAL,982,988,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,980,972,198,197,1,1
Max - Gain | VERTICAL - HORIZONTAL,988,971,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,977,982,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,882,872,162,161,1,0
Avg - Gain | HORIZONTAL - VERTICAL,954,920,186,185,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1005,954,200,199,0,1
Gain - Avg | HORIZONTAL - VERTICAL,949,986,197,196,2,0
Gain - Avg | VERTICAL - HORIZONTAL,802,820,148,147,1,1
Avg - Max | HORIZONTAL - VERTICAL,980,968,196,195,1,0
Avg - Max | VERTICAL - HORIZONTAL,990,969,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,973,972,196,195,0,0
Max - Avg | VERTICAL - HORIZONTAL,977,982,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,992,984,184,183,1,0
Max - Gain | VERTICAL - HORIZONTAL,1040,1012,196,195,0,3
Gain - Max | HORIZONTAL - VERTICAL,767,760,126,125,0,0
Gain - Max | VERTICAL - HORIZONTAL,975,965,173,172,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1008,978,185,184,0,3
Avg - Gain | VERTICAL - HORIZONTAL,1050,988,196,195,0,1
Gain - Avg | HORIZONTAL - VERTICAL,774,768,130,129,2,0
Gain - Avg | VERTICAL - HORIZONTAL,934,945,169,168,0,1
Avg - Max | HORIZONTAL - VERTICAL,1035,1013,194,193,1,0
Avg - Max | VERTICAL - HORIZONTAL,1009,988,180,179,1,0
Max - Avg | HORIZONTAL - VERTICAL,986,999,178,177,0,0
Max - Avg | VERTICAL - HORIZONTAL,1014,1015,189,188,0,1
Max - Gain | HORIZONTAL - VERTICAL,991,976,198,197,1,1
Max - Gain | VERTICAL - HORIZONTAL,1010,965,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,794,794,142,141,2,0
Gain - Max | VERTICAL - HORIZONTAL,920,912,176,175,0,0
Avg - Gain | HORIZONTAL - VERTICAL,989,942,194,193,0,2
Avg - Gain | VERTICAL - HORIZONTAL,997,938,196,195,1,0
Gain - Avg | HORIZONTAL - VERTICAL,875,904,172,171,1,0
Gain - Avg | VERTICAL - HORIZONTAL,906,936,184,183,1,0
Avg - Max | HORIZONTAL - VERTICAL,924,919,165,164,1,0
Avg - Max | VERTICAL - HORIZONTAL,987,972,194,193,0,2
Max - Avg | HORIZONTAL - VERTICAL,954,960,182,181,1,0
Max - Avg | VERTICAL - HORIZONTAL,983,992,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,995,967,197,196,1,0
Max - Gain | VERTICAL - HORIZONTAL,1001,958,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,755,739,131,130,0,0
Gain - Max | VERTICAL - HORIZONTAL,974,1001,200,199,0,0
Avg - Gain | HORIZONTAL - VERTICAL,992,947,194,193,0,2
Avg - Gain | VERTICAL - HORIZONTAL,943,916,179,178,1,1
Gain - Avg | HORIZONTAL - VERTICAL,778,779,137,136,1,0
Gain - Avg | VERTICAL - HORIZONTAL,780,797,149,148,0,0
Avg - Max | HORIZONTAL - VERTICAL,960,948,178,177,0,0
Avg - Max | VERTICAL - HORIZONTAL,993,965,194,193,1,1
Max - Avg | HORIZONTAL - VERTICAL,943,946,175,174,1,0
Max - Avg | VERTICAL - HORIZONTAL,986,989,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1020,994,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,1012,1002,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,921,913,173,172,1,0
Gain - Max | VERTICAL - HORIZONTAL,915,923,170,169,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1024,964,197,196,0,2
Avg - Gain | VERTICAL - HORIZONTAL,1006,961,194,193,1,1
Gain - Avg | HORIZONTAL - VERTICAL,711,709,120,119,1,0
Gain - Avg | VERTICAL - HORIZONTAL,969,1020,196,195,1,0
Avg - Max | HORIZONTAL - VERTICAL,969,953,177,176,0,0
Avg - Max | VERTICAL - HORIZONTAL,960,962,175,174,0,0
Max - Avg | HORIZONTAL - VERTICAL,991,993,190,189,0,1
Max - Avg | VERTICAL - HORIZONTAL,1006,1008,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1018,990,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,988,977,191,190,0,2
Gain - Max | HORIZONTAL - VERTICAL,968,983,186,185,0,0
Gain - Max | VERTICAL - HORIZONTAL,965,961,185,184,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1031,977,200,199,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1007,970,195,194,0,2
Gain - Avg | HORIZONTAL - VERTICAL,892,908,168,167,2,0
Gain - Avg | VERTICAL - HORIZONTAL,837,847,157,156,1,0
Avg - Max | HORIZONTAL - VERTICAL,995,982,192,191,1,0
Avg - Max | VERTICAL - HORIZONTAL,985,971,184,183,0,1
Max - Avg | HORIZONTAL - VERTICAL,999,1009,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,993,1000,197,196,0,1
Max - Gain | HORIZONTAL - VERTICAL,975,945,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,974,946,200,199,0,0
Gain - Max | HORIZONTAL - VERTICAL,701,691,113,112,1,0
Gain - Max | VERTICAL - HORIZONTAL,704,691,117,116,0,1
Avg - Gain | HORIZONTAL - VERTICAL,971,937,198,197,1,1
Avg - Gain | VERTICAL - HORIZONTAL,985,935,200,199,0,1
Gain - Avg | HORIZONTAL - VERTICAL,695,696,125,124,0,0
Gain - Avg | VERTICAL - HORIZONTAL,603,611,102,101,1,0
Avg - Max | HORIZONTAL - VERTICAL,968,952,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,965,955,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,904,897,168,167,1,0
Max - Avg | VERTICAL - HORIZONTAL,951,969,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1002,976,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,939,928,180,179,0,1
Gain - Max | HORIZONTAL - VERTICAL,811,808,143,142,1,0
Gain - Max | VERTICAL - HORIZONTAL,714,709,121,120,0,0
Avg - Gain | HORIZONTAL - VERTICAL,941,909,182,181,1,2
Avg - Gain | VERTICAL - HORIZONTAL,965,922,188,187,0,1
Gain - Avg | HORIZONTAL - VERTICAL,663,661,113,112,0,0
Gain - Avg | VERTICAL - HORIZONTAL,908,939,183,182,0,1
Avg - Max | HORIZONTAL - VERTICAL,937,924,169,168,0,0
Avg - Max | VERTICAL - HORIZONTAL,966,953,184,183,1,0
Max - Avg | HORIZONTAL - VERTICAL,977,995,198,197,1,0
Max - Avg | VERTICAL - HORIZONTAL,974,973,191,190,0,1
Max - Gain | HORIZONTAL - VERTICAL,1031,1025,198,197,1,0
Max - Gain | VERTICAL - HORIZONTAL,980,971,184,183,0,1
Gain - Max | HORIZONTAL - VERTICAL,1022,1020,195,194,1,0
Gain - Max | VERTICAL - HORIZONTAL,910,895,157,156,1,0
Avg - Gain | HORIZONTAL - VERTICAL,951,922,171,170,1,0
Avg - Gain | VERTICAL - HORIZONTAL,940,902,169,168,0,2
Gain - Avg | HORIZONTAL - VERTICAL,947,962,178,177,2,0
Gain - Avg | VERTICAL - HORIZONTAL,860,884,155,154,0,0
Avg - Max | HORIZONTAL - VERTICAL,1040,1016,198,197,0,0
Avg - Max | VERTICAL - HORIZONTAL,991,970,175,174,0,1
Max - Avg | HORIZONTAL - VERTICAL,1032,1031,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,1028,1035,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1021,980,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,976,973,187,186,0,0
Gain - Max | HORIZONTAL - VERTICAL,916,917,169,168,2,0
Gain - Max | VERTICAL - HORIZONTAL,975,993,193,192,1,1
Avg - Gain | HORIZONTAL - VERTICAL,1027,961,198,197,2,1
Avg - Gain | VERTICAL - HORIZONTAL,1003,961,195,194,0,0
Gain - Avg | HORIZONTAL - VERTICAL,606,602,98,97,1,0
Gain - Avg | VERTICAL - HORIZONTAL,672,678,115,114,0,0
Avg - Max | HORIZONTAL - VERTICAL,1006,986,196,195,2,0
Avg - Max | VERTICAL - HORIZONTAL,987,979,190,189,1,0
Max - Avg | HORIZONTAL - VERTICAL,999,1002,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,1001,1000,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,946,938,184,183,2,1
Max - Gain | VERTICAL - HORIZONTAL,985,973,200,199,0,0
Gain - Max | HORIZONTAL - VERTICAL,696,681,120,119,1,0
Gain - Max | VERTICAL - HORIZONTAL,977,981,200,199,2,0
Avg - Gain | HORIZONTAL - VERTICAL,976,933,194,193,1,1
Avg - Gain | VERTICAL - HORIZONTAL,920,874,179,178,0,2
Gain - Avg | HORIZONTAL - VERTICAL,926,962,191,190,2,0
Gain - Avg | VERTICAL - HORIZONTAL,917,933,184,183,2,0
Avg - Max | HORIZONTAL - VERTICAL,968,961,190,189,0,0
Avg - Max | VERTICAL - HORIZONTAL,963,945,184,183,0,0
Max - Avg | HORIZONTAL - VERTICAL,964,967,191,190,1,0
Max - Avg | VERTICAL - HORIZONTAL,975,983,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,941,931,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,935,915,194,193,0,2
Gain - Max | HORIZONTAL - VERTICAL,851,841,162,161,1,0
Gain - Max | VERTICAL - HORIZONTAL,656,651,112,111,1,0
Avg - Gain | HORIZONTAL - VERTICAL,949,923,200,199,0,2
Avg - Gain | VERTICAL - HORIZONTAL,910,876,184,183,0,0
Gain - Avg | HORIZONTAL - VERTICAL,815,830,164,163,1,0
Gain - Avg | VERTICAL - HORIZONTAL,582,579,98,97,0,0
Avg - Max | HORIZONTAL - VERTICAL,942,930,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,915,900,184,183,0,0
Max - Avg | HORIZONTAL - VERTICAL,931,941,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,926,923,192,191,0,0
Max - Gain | HORIZONTAL - VERTICAL,960,952,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,934,909,186,185,0,0
Gain - Max | HORIZONTAL - VERTICAL,950,962,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,622,600,98,97,0,0
Avg - Gain | HORIZONTAL - VERTICAL,961,918,195,194,2,0
Avg - Gain | VERTICAL - HORIZONTAL,929,879,186,185,0,2
Gain - Avg | HORIZONTAL - VERTICAL,920,972,196,195,2,0
Gain - Avg | VERTICAL - HORIZONTAL,595,601,100,99,0,1
Avg - Max | HORIZONTAL - VERTICAL,926,921,179,178,1,0
Avg - Max | VERTICAL - HORIZONTAL,968,940,198,197,0,0
Max - Avg | HORIZONTAL - VERTICAL,942,960,196,195,0,1
Max - Avg | VERTICAL - HORIZONTAL,851,850,146,145,0,1
Max - Gain | HORIZONTAL - VERTICAL,975,957,188,187,0,1
Max - Gain | VERTICAL - HORIZONTAL,1003,992,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,814,808,147,146,1,0
Gain - Max | VERTICAL - HORIZONTAL,1000,995,200,199,0,1
Avg - Gain | HORIZONTAL - VERTICAL,993,949,190,189,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1011,953,195,194,0,0
Gain - Avg | HORIZONTAL - VERTICAL,779,796,141,140,0,0
Gain - Avg | VERTICAL - HORIZONTAL,990,1005,200,199,0,0
Avg - Max | HORIZONTAL - VERTICAL,965,954,179,178,0,0
Avg - Max | VERTICAL - HORIZONTAL,956,943,176,175,0,1
Max - Avg | HORIZONTAL - VERTICAL,970,967,184,183,1,1
Max - Avg | VERTICAL - HORIZONTAL,985,995,196,195,0,0
Max - Gain | HORIZONTAL - VERTICAL,1019,1006,196,195,1,2
Max - Gain | VERTICAL - HORIZONTAL,1035,1006,200,199,0,0
Gain - Max | HORIZONTAL - VERTICAL,968,959,181,180,2,0
Gain - Max | VERTICAL - HORIZONTAL,1003,1012,194,193,0,2
Avg - Gain | HORIZONTAL - VERTICAL,995,937,185,184,0,0
Avg - Gain | VERTICAL - HORIZONTAL,963,922,176,175,0,3
Gain - Avg | HORIZONTAL - VERTICAL,934,947,177,176,0,0
Gain - Avg | VERTICAL - HORIZONTAL,881,918,164,163,1,0
Avg - Max | HORIZONTAL - VERTICAL,990,979,180,179,0,0
Avg - Max | VERTICAL - HORIZONTAL,1019,1005,195,194,0,1
Max - Avg | HORIZONTAL - VERTICAL,925,928,155,154,0,0
Max - Avg | VERTICAL - HORIZONTAL,1015,1026,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,977,971,197,196,0,0
Max - Gain | VERTICAL - HORIZONTAL,985,972,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,786,778,140,139,1,0
Gain - Max | VERTICAL - HORIZONTAL,977,969,196,195,1,1
Avg - Gain | HORIZONTAL - VERTICAL,984,939,196,195,1,1
Avg - Gain | VERTICAL - HORIZONTAL,992,938,196,195,0,2
Gain - Avg | HORIZONTAL - VERTICAL,922,950,186,185,0,1
Gain - Avg | VERTICAL - HORIZONTAL,911,920,178,177,0,0
Avg - Max | HORIZONTAL - VERTICAL,983,970,198,197,2,0
Avg - Max | VERTICAL - HORIZONTAL,984,973,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,952,962,188,187,0,1
Max - Avg | VERTICAL - HORIZONTAL,893,906,159,158,0,1
Max - Gain | HORIZONTAL - VERTICAL,995,972,197,196,0,1
Max - Gain | VERTICAL - HORIZONTAL,950,933,181,180,0,1
Gain - Max | HORIZONTAL - VERTICAL,988,988,200,199,0,0
Gain - Max | VERTICAL - HORIZONTAL,536,533,80,79,1,0
Avg - Gain | HORIZONTAL - VERTICAL,957,924,185,184,1,1
Avg - Gain | VERTICAL - HORIZONTAL,832,803,154,153,0,1
Gain - Avg | HORIZONTAL - VERTICAL,963,1013,200,199,2,0
Gain - Avg | VERTICAL - HORIZONTAL,871,885,166,165,1,1
Avg - Max | HORIZONTAL - VERTICAL,956,929,176,175,0,0
Avg - Max | VERTICAL - HORIZONTAL,1000,976,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,986,990,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,985,991,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1011,992,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,1022,972,198,197,1,0
Gain - Max | HORIZONTAL - VERTICAL,917,934,176,175,1,0
Gain - Max | VERTICAL - HORIZONTAL,1008,995,200,199,2,1
Avg - Gain | HORIZONTAL - VERTICAL,953,925,177,176,0,1
Avg - Gain | VERTICAL - HORIZONTAL,971,959,188,187,0,2
Gain - Avg | HORIZONTAL - VERTICAL,853,883,159,158,1,0
Gain - Avg | VERTICAL - HORIZONTAL,830,847,148,147,2,0
Avg - Max | HORIZONTAL - VERTICAL,995,971,191,190,1,0
Avg - Max | VERTICAL - HORIZONTAL,998,980,194,193,0,1
Max - Avg | HORIZONTAL - VERTICAL,997,998,197,196,0,0
Max - Avg | VERTICAL - HORIZONTAL,998,1005,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,995,990,196,195,0,0
Max - Gain | VERTICAL - HORIZONTAL,998,964,193,192,0,3
Gain - Max | HORIZONTAL - VERTICAL,1001,1003,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,656,644,102,101,1,0
Avg - Gain | HORIZONTAL - VERTICAL,986,939,184,183,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1016,959,196,195,0,1
Gain - Avg | HORIZONTAL - VERTICAL,932,977,186,185,0,1
Gain - Avg | VERTICAL - HORIZONTAL,847,892,157,156,0,1
Avg - Max | HORIZONTAL - VERTICAL,952,943,172,171,1,0
Avg - Max | VERTICAL - HORIZONTAL,1002,985,195,194,0,1
Max - Avg | HORIZONTAL - VERTICAL,990,996,196,195,1,0
Max - Avg | VERTICAL - HORIZONTAL,996,1008,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1000,991,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,992,979,195,194,0,1
Gain - Max | HORIZONTAL - VERTICAL,926,929,175,174,1,0
Gain - Max | VERTICAL - HORIZONTAL,898,894,165,164,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1009,951,196,195,1,1
Avg - Gain | VERTICAL - HORIZONTAL,974,941,187,186,0,2
Gain - Avg | HORIZONTAL - VERTICAL,799,810,142,141,2,0
Gain - Avg | VERTICAL - HORIZONTAL,737,766,129,128,1,1
Avg - Max | HORIZONTAL - VERTICAL,1004,987,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,1002,979,197,196,0,1
Max - Avg | HORIZONTAL - VERTICAL,991,1000,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,969,986,188,187,0,0
Max - Gain | HORIZONTAL - VERTICAL,1015,1025,193,192,0,1
Max - Gain | VERTICAL - HORIZONTAL,1043,1021,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,914,909,168,167,1,0
Gain - Max | VERTICAL - HORIZONTAL,745,729,124,123,1,1
Avg - Gain | HORIZONTAL - VERTICAL,1060,1004,200,199,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1049,1015,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,918,927,166,165,0,0
Gain - Avg | VERTICAL - HORIZONTAL,837,853,148,147,0,1
Avg - Max | HORIZONTAL - VERTICAL,1019,998,188,187,0,0
Avg - Max | VERTICAL - HORIZONTAL,1036,1028,200,199,0,2
Max - Avg | HORIZONTAL - VERTICAL,1030,1034,200,199,2,0
Max - Avg | VERTICAL - HORIZONTAL,1031,1033,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1049,1016,194,193,1,1
Max - Gain | VERTICAL - HORIZONTAL,1051,1035,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,849,842,138,137,0,1
Gain - Max | VERTICAL - HORIZONTAL,1042,1044,200,199,2,0
Avg - Gain | HORIZONTAL - VERTICAL,1032,991,192,191,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1037,1007,191,190,0,1
Gain - Avg | HORIZONTAL - VERTICAL,921,942,165,164,0,1
Gain - Avg | VERTICAL - HORIZONTAL,791,793,134,133,1,1
Avg - Max | HORIZONTAL - VERTICAL,1012,994,180,179,1,0
Avg - Max | VERTICAL - HORIZONTAL,1051,1035,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,979,978,169,168,1,0
Max - Avg | VERTICAL - HORIZONTAL,1042,1044,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,874,879,165,164,1,0
Max - Gain | VERTICAL - HORIZONTAL,989,968,200,199,0,0
Gain - Max | HORIZONTAL - VERTICAL,494,486,73,72,1,0
Gain - Max | VERTICAL - HORIZONTAL,971,975,197,196,2,1
Avg - Gain | HORIZONTAL - VERTICAL,950,920,185,184,0,1
Avg - Gain | VERTICAL - HORIZONTAL,978,952,198,197,0,1
Gain - Avg | HORIZONTAL - VERTICAL,870,885,171,170,1,0
Gain - Avg | VERTICAL - HORIZONTAL,895,929,182,181,0,1
Avg - Max | HORIZONTAL - VERTICAL,936,929,174,173,0,0
Avg - Max | VERTICAL - HORIZONTAL,980,977,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,957,959,186,185,1,0
Max - Avg | VERTICAL - HORIZONTAL,974,983,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,991,990,196,195,1,1
Max - Gain | VERTICAL - HORIZONTAL,979,963,188,187,0,0
Gain - Max | HORIZONTAL - VERTICAL,880,872,159,158,1,0
Gain - Max | VERTICAL - HORIZONTAL,994,995,198,197,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1027,961,198,197,0,2
Avg - Gain | VERTICAL - HORIZONTAL,976,915,182,181,0,1
Gain - Avg | HORIZONTAL - VERTICAL,830,856,155,154,1,0
Gain - Avg | VERTICAL - HORIZONTAL,883,898,171,170,1,0
Avg - Max | HORIZONTAL - VERTICAL,1002,987,198,197,1,0
Avg - Max | VERTICAL - HORIZONTAL,927,901,161,160,0,0
Max - Avg | HORIZONTAL - VERTICAL,970,971,186,185,1,0
Max - Avg | VERTICAL - HORIZONTAL,962,975,184,183,0,0
Max - Gain | HORIZONTAL - VERTICAL,1017,981,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,935,921,177,176,0,1
Gain - Max | HORIZONTAL - VERTICAL,782,771,134,133,1,0
Gain - Max | VERTICAL - HORIZONTAL,938,952,184,183,0,0
Avg - Gain | HORIZONTAL - VERTICAL,935,905,177,176,2,0
Avg - Gain | VERTICAL - HORIZONTAL,1025,962,198,197,0,2
Gain - Avg | HORIZONTAL - VERTICAL,658,658,106,105,0,0
Gain - Avg | VERTICAL - HORIZONTAL,691,693,123,122,1,1
Avg - Max | HORIZONTAL - VERTICAL,973,965,182,181,1,0
Avg - Max | VERTICAL - HORIZONTAL,998,978,194,193,0,0
Max - Avg | HORIZONTAL - VERTICAL,976,999,193,192,1,0
Max - Avg | VERTICAL - HORIZONTAL,992,1000,198,197,0,0
Max - Gain | HORIZONTAL - VERTICAL,1001,978,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,997,982,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,750,740,133,132,0,0
Gain - Max | VERTICAL - HORIZONTAL,862,853,166,165,0,0
Avg - Gain | HORIZONTAL - VERTICAL,935,909,181,180,0,0
Avg - Gain | VERTICAL - HORIZONTAL,994,953,195,194,1,1
Gain - Avg | HORIZONTAL - VERTICAL,951,959,188,187,2,0
Gain - Avg | VERTICAL - HORIZONTAL,574,571,94,93,0,1
Avg - Max | HORIZONTAL - VERTICAL,997,982,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,996,983,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,965,973,188,187,1,0
Max - Avg | VERTICAL - HORIZONTAL,993,986,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,967,931,182,181,0,1
Max - Gain | VERTICAL - HORIZONTAL,980,964,187,186,1,1
Gain - Max | HORIZONTAL - VERTICAL,992,1019,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,970,992,192,191,1,0
Avg - Gain | HORIZONTAL - VERTICAL,986,959,190,189,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1023,988,200,199,1,1
Gain - Avg | HORIZONTAL - VERTICAL,776,768,137,136,2,0
Gain - Avg | VERTICAL - HORIZONTAL,870,880,160,159,0,1
Avg - Max | HORIZONTAL - VERTICAL,1008,1003,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,1009,989,196,195,0,1
Max - Avg | HORIZONTAL - VERTICAL,1006,997,198,197,0,0
Max - Avg | VERTICAL - HORIZONTAL,1011,1000,200,199,1,0
Max - Gain | HORIZONTAL - VERTICAL,972,950,191,190,1,2
Max - Gain | VERTICAL - HORIZONTAL,958,953,190,189,0,0
Gain - Max | HORIZONTAL - VERTICAL,497,481,75,74,1,0
Gain - Max | VERTICAL - HORIZONTAL,977,975,198,197,0,3
Avg - Gain | HORIZONTAL - VERTICAL,987,947,197,196,1,0
Avg - Gain | VERTICAL - HORIZONTAL,934,882,176,175,0,1
Gain - Avg | HORIZONTAL - VERTICAL,804,804,145,144,2,0
Gain - Avg | VERTICAL - HORIZONTAL,966,997,200,199,0,2
Avg - Max | HORIZONTAL - VERTICAL,945,929,172,171,0,0
Avg - Max | VERTICAL - HORIZONTAL,977,964,193,192,0,0
Max - Avg | HORIZONTAL - VERTICAL,970,974,195,194,1,0
Max - Avg | VERTICAL - HORIZONTAL,979,984,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,922,921,183,182,0,1
Max - Gain | VERTICAL - HORIZONTAL,912,896,176,175,0,2
Gain - Max | HORIZONTAL - VERTICAL,961,958,197,196,2,0
Gain - Max | VERTICAL - HORIZONTAL,964,952,196,195,1,1
Avg - Gain | HORIZONTAL - VERTICAL,1000,930,200,199,0,0
Avg - Gain | VERTICAL - HORIZONTAL,966,920,193,192,0,0
Gain - Avg | HORIZONTAL - VERTICAL,777,785,142,141,0,0
Gain - Avg | VERTICAL - HORIZONTAL,957,973,200,199,1,0
Avg - Max | HORIZONTAL - VERTICAL,967,945,194,193,1,0
Avg - Max | VERTICAL - HORIZONTAL,921,901,169,168,1,0
Max - Avg | HORIZONTAL - VERTICAL,936,945,184,183,1,0
Max - Avg | VERTICAL - HORIZONTAL,904,899,164,163,0,0
Max - Gain | HORIZONTAL - VERTICAL,968,952,193,192,0,0
Max - Gain | VERTICAL - HORIZONTAL,970,960,195,194,0,3
Gain - Max | HORIZONTAL - VERTICAL,922,915,178,177,1,0
Gain - Max | VERTICAL - HORIZONTAL,857,846,161,160,1,0
Avg - Gain | HORIZONTAL - VERTICAL,935,894,182,181,0,0
Avg - Gain | VERTICAL - HORIZONTAL,986,947,198,197,0,0
Gain - Avg | HORIZONTAL - VERTICAL,801,804,149,148,0,0
Gain - Avg | VERTICAL - HORIZONTAL,767,763,139,138,2,0
Avg - Max | HORIZONTAL - VERTICAL,973,963,196,195,0,0
Avg - Max | VERTICAL - HORIZONTAL,984,965,200,199,1,0
Max - Avg | HORIZONTAL - VERTICAL,960,968,193,192,1,0
Max - Avg | VERTICAL - HORIZONTAL,970,969,196,195,0,0
Max - Gain | HORIZONTAL - VERTICAL,1009,998,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,993,993,194,193,0,2
Gain - Max | HORIZONTAL - VERTICAL,959,946,179,178,2,0
Gain - Max | VERTICAL - HORIZONTAL,782,775,130,129,1,1
Avg - Gain | HORIZONTAL - VERTICAL,964,941,183,182,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1015,960,195,194,0,0
Gain - Avg | HORIZONTAL - VERTICAL,947,969,185,184,0,1
Gain - Avg | VERTICAL - HORIZONTAL,852,865,155,154,0,2
Avg - Max | HORIZONTAL - VERTICAL,1010,989,198,197,1,0
Avg - Max | VERTICAL - HORIZONTAL,1002,994,198,197,1,0
