name,score1,score2,moves1,moves2,time1,time2
Max - Gain | VERTICAL - HORIZONTAL,1010,980,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,670,662,101,100,2,0
Gain - Max | VERTICAL - HORIZONTAL,996,1010,200,199,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1000,959,193,192,1,1
Avg - Gain | VERTICAL - HORIZONTAL,961,927,182,181,0,2
Gain - Avg | HORIZONTAL - VERTICAL,806,823,148,147,1,0
Gain - Avg | VERTICAL - HORIZONTAL,903,901,174,173,3,0
Avg - Max | HORIZONTAL - VERTICAL,994,982,191,190,1,0
Avg - Max | VERTICAL - HORIZONTAL,989,969,188,187,0,0
Max - Avg | HORIZONTAL - VERTICAL,963,975,182,181,1,0
Max - Avg | VERTICAL - HORIZONTAL,991,1003,197,196,0,2
Max - Gain | HORIZONTAL - VERTICAL,1043,1021,198,197,2,0
Max - Gain | VERTICAL - HORIZONTAL,1052,1019,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,997,1006,190,189,0,0
Gain - Max | VERTICAL - HORIZONTAL,941,926,165,164,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1022,994,192,191,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1043,1006,198,197,1,1
Gain - Avg | HORIZONTAL - VERTICAL,989,1010,192,191,2,0
Gain - Avg | VERTICAL - HORIZONTAL,952,970,178,177,2,1
Avg - Max | HORIZONTAL - VERTICAL,1035,1025,197,196,2,0
Avg - Max | VERTICAL - HORIZONTAL,1010,992,180,179,1,0
Max - Avg | HORIZONTAL - VERTICAL,1028,1043,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,1031,1040,200,199,0,2
Max - Gain | HORIZONTAL - VERTICAL,969,968,197,196,1,0
Max - Gain | VERTICAL - HORIZONTAL,945,933,185,184,0,2
Gain - Max | HORIZONTAL - VERTICAL,644,629,104,103,1,0
Gain - Max | VERTICAL - HORIZONTAL,972,974,200,199,0,2
Avg - Gain | HORIZONTAL - VERTICAL,999,947,200,199,1,1
Avg - Gain | VERTICAL - HORIZONTAL,916,879,180,179,0,1
Gain - Avg | HORIZONTAL - VERTICAL,957,989,200,199,3,0
Gain - Avg | VERTICAL - HORIZONTAL,950,996,200,199,1,0
Avg - Max | HORIZONTAL - VERTICAL,940,926,179,178,2,0
Avg - Max | VERTICAL - HORIZONTAL,983,963,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,959,973,197,196,0,0
Max - Avg | VERTICAL - HORIZONTAL,967,979,200,199,0,2
Max - Gain | HORIZONTAL - VERTICAL,950,944,192,191,0,1
Max - Gain | VERTICAL - HORIZONTAL,956,946,192,191,0,2
Gain - Max | HORIZONTAL - VERTICAL,829,823,151,150,1,0
Gain - Max | VERTICAL - HORIZONTAL,626,615,101,100,0,0
Avg - Gain | HORIZONTAL - VERTICAL,947,888,187,186,1,0
Avg - Gain | VERTICAL - HORIZONTAL,920,867,182,181,1,3
Gain - Avg | HORIZONTAL - VERTICAL,881,896,178,177,1,0
Gain - Avg | VERTICAL - HORIZONTAL,858,860,171,170,0,1
Avg - Max | HORIZONTAL - VERTICAL,923,897,171,170,2,0
Avg - Max | VERTICAL - HORIZONTAL,955,940,190,189,0,2
Max - Avg | HORIZONTAL - VERTICAL,923,928,179,178,0,1
Max - Avg | VERTICAL - HORIZONTAL,941,953,190,189,0,1
Max - Gain | HORIZONTAL - VERTICAL,990,981,197,196,1,2
Max - Gain | VERTICAL - HORIZONTAL,958,960,184,183,0,1
Gain - Max | HORIZONTAL - VERTICAL,943,944,181,180,2,0
Gain - Max | VERTICAL - HORIZONTAL,926,939,182,181,2,0
Avg - Gain | HORIZONTAL - VERTICAL,998,920,191,190,0,1
Avg - Gain | VERTICAL - HORIZONTAL,965,935,189,188,0,1
Gain - Avg | HORIZONTAL - VERTICAL,890,911,172,171,1,1
Gain - Avg | VERTICAL - HORIZONTAL,847,873,165,164,0,1
Avg - Max | HORIZONTAL - VERTICAL,979,969,188,187,0,0
Avg - Max | VERTICAL - HORIZONTAL,964,956,182,181,1,1
Max - Avg | HORIZONTAL - VERTICAL,994,985,198,197,1,0
Max - Avg | VERTICAL - HORIZONTAL,968,973,186,185,0,0
Max - Gain | HORIZONTAL - VERTICAL,999,977,190,189,2,0
Max - Gain | VERTICAL - HORIZONTAL,1017,995,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,998,1006,198,197,0,0
Gain - Max | VERTICAL - HORIZONTAL,996,1007,197,196,2,0
Avg - Gain | HORIZONTAL - VERTICAL,931,897,172,171,2,0
Avg - Gain | VERTICAL - HORIZONTAL,1038,974,200,199,0,3
Gain - Avg | HORIZONTAL - VERTICAL,992,1020,200,199,2,1
Gain - Avg | VERTICAL - HORIZONTAL,996,1016,200,199,1,1
Avg - Max | HORIZONTAL - VERTICAL,954,946,169,168,0,0
Avg - Max | VERTICAL - HORIZONTAL,991,979,188,187,0,0
Max - Avg | HORIZONTAL - VERTICAL,987,992,191,190,1,0
Max - Avg | VERTICAL - HORIZONTAL,1007,1005,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1021,1010,198,197,1,1
Max - Gain | VERTICAL - HORIZONTAL,1016,1005,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,938,923,170,169,2,0
Gain - Max | VERTICAL - HORIZONTAL,852,868,149,148,1,0
Avg - Gain | HORIZONTAL - VERTICAL,888,859,158,157,1,0
Avg - Gain | VERTICAL - HORIZONTAL,936,917,176,175,1,1
Gain - Avg | HORIZONTAL - VERTICAL,999,1040,200,199,0,1
Gain - Avg | VERTICAL - HORIZONTAL,897,913,165,164,0,1
Avg - Max | HORIZONTAL - VERTICAL,979,953,171,170,0,0
Avg - Max | VERTICAL - HORIZONTAL,1003,989,190,189,1,0
Max - Avg | HORIZONTAL - VERTICAL,1000,1011,192,191,0,0
Max - Avg | VERTICAL - HORIZONTAL,1016,1023,200,199,0,2
Max - Gain | HORIZONTAL - VERTICAL,1011,988,196,195,1,0
Max - Gain | VERTICAL - HORIZONTAL,945,955,180,179,0,2
Gain - Max | HORIZONTAL - VERTICAL,889,879,159,158,8,0
Gain - Max | VERTICAL - HORIZONTAL,806,799,139,138,2,0
Avg - Gain | HORIZONTAL - VERTICAL,1011,956,191,190,0,3
Avg - Gain | VERTICAL - HORIZONTAL,998,947,189,188,2,1
Gain - Avg | HORIZONTAL - VERTICAL,852,871,164,163,1,0
Gain - Avg | VERTICAL - HORIZONTAL,831,855,154,153,2,0
Avg - Max | HORIZONTAL - VERTICAL,1001,983,191,190,0,0
Avg - Max | VERTICAL - HORIZONTAL,1006,997,196,195,1,1
Max - Avg | HORIZONTAL - VERTICAL,993,997,193,192,1,0
Max - Avg | VERTICAL - HORIZONTAL,1001,1005,198,197,0,0
Max - Gain | HORIZONTAL - VERTICAL,1039,1027,195,194,0,2
Max - Gain | VERTICAL - HORIZONTAL,1041,1025,196,195,0,0
Gain - Max | HORIZONTAL - VERTICAL,810,806,131,130,1,0
Gain - Max | VERTICAL - HORIZONTAL,728,711,120,119,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1050,997,194,193,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1039,999,194,193,0,1
Gain - Avg | HORIZONTAL - VERTICAL,942,972,175,174,1,0
Gain - Avg | VERTICAL - HORIZONTAL,657,658,105,104,1,1
Avg - Max | HORIZONTAL - VERTICAL,1043,1043,200,199,2,0
Avg - Max | VERTICAL - HORIZONTAL,1044,1037,198,197,1,1
Max - Avg | HORIZONTAL - VERTICAL,1016,1019,184,183,0,2
Max - Avg | VERTICAL - HORIZONTAL,1030,1037,194,193,0,1
Max - Gain | HORIZONTAL - VERTICAL,1001,1008,192,191,0,1
Max - Gain | VERTICAL - HORIZONTAL,1040,1010,200,199,0,3
Gain - Max | HORIZONTAL - VERTICAL,1014,1025,197,196,1,0
Gain - Max | VERTICAL - HORIZONTAL,1029,1021,200,199,1,0
Avg - Gain | HORIZONTAL - VERTICAL,918,918,171,170,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1019,978,192,191,1,1
Gain - Avg | HORIZONTAL - VERTICAL,888,897,161,160,0,1
Gain - Avg | VERTICAL - HORIZONTAL,1004,1046,200,199,1,1
Avg - Max | HORIZONTAL - VERTICAL,971,968,172,171,1,0
Avg - Max | VERTICAL - HORIZONTAL,1014,1000,192,191,2,0
Max - Avg | HORIZONTAL - VERTICAL,1015,1029,198,197,1,0
Max - Avg | VERTICAL - HORIZONTAL,1026,1024,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,993,977,197,196,0,2
Max - Gain | VERTICAL - HORIZONTAL,989,974,196,195,0,2
Gain - Max | HORIZONTAL - VERTICAL,972,984,194,193,0,0
Gain - Max | VERTICAL - HORIZONTAL,975,986,196,195,1,0
Avg - Gain | HORIZONTAL - VERTICAL,957,922,183,182,2,0
Avg - Gain | VERTICAL - HORIZONTAL,1008,972,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,849,862,164,163,2,0
Gain - Avg | VERTICAL - HORIZONTAL,933,973,189,188,0,1
Avg - Max | HORIZONTAL - VERTICAL,981,967,191,190,0,1
Avg - Max | VERTICAL - HORIZONTAL,996,984,200,199,1,1
Max - Avg | HORIZONTAL - VERTICAL,991,989,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,988,992,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1029,1022,190,189,0,1
Max - Gain | VERTICAL - HORIZONTAL,1064,1031,198,197,0,2
Gain - Max | HORIZONTAL - VERTICAL,1035,1052,196,195,3,0
Gain - Max | VERTICAL - HORIZONTAL,957,942,174,173,1,1
Avg - Gain | HORIZONTAL - VERTICAL,1048,1013,194,193,2,0
Avg - Gain | VERTICAL - HORIZONTAL,991,970,182,181,0,3
Gain - Avg | HORIZONTAL - VERTICAL,942,957,170,169,0,0
Gain - Avg | VERTICAL - HORIZONTAL,799,806,138,137,2,0
Avg - Max | HORIZONTAL - VERTICAL,1061,1042,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,1040,1024,189,188,0,0
Max - Avg | HORIZONTAL - VERTICAL,1052,1051,200,199,2,0
Max - Avg | VERTICAL - HORIZONTAL,1053,1050,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,969,968,191,190,0,0
Max - Gain | VERTICAL - HORIZONTAL,1003,972,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,900,880,167,166,2,0
Gain - Max | VERTICAL - HORIZONTAL,984,991,200,199,0,0
Avg - Gain | HORIZONTAL - VERTICAL,980,947,195,194,0,2
Avg - Gain | VERTICAL - HORIZONTAL,889,864,167,166,1,1
Gain - Avg | HORIZONTAL - VERTICAL,896,920,177,176,1,0
Gain - Avg | VERTICAL - HORIZONTAL,976,985,198,197,1,1
Avg - Max | HORIZONTAL - VERTICAL,998,977,200,199,2,0
Avg - Max | VERTICAL - HORIZONTAL,955,948,182,181,0,1
Max - Avg | HORIZONTAL - VERTICAL,963,978,190,189,1,0
Max - Avg | VERTICAL - HORIZONTAL,984,991,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1028,988,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,954,940,178,177,0,2
Gain - Max | HORIZONTAL - VERTICAL,628,631,108,107,2,0
Gain - Max | VERTICAL - HORIZONTAL,747,735,128,127,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1021,980,198,197,0,2
Avg - Gain | VERTICAL - HORIZONTAL,985,936,185,184,1,2
Gain - Avg | HORIZONTAL - VERTICAL,601,607,94,93,1,0
Gain - Avg | VERTICAL - HORIZONTAL,563,566,87,86,0,0
Avg - Max | HORIZONTAL - VERTICAL,998,990,190,189,1,0
Avg - Max | VERTICAL - HORIZONTAL,956,944,168,167,0,1
Max - Avg | HORIZONTAL - VERTICAL,970,974,178,177,0,0
Max - Avg | VERTICAL - HORIZONTAL,976,973,181,180,0,1
Max - Gain | HORIZONTAL - VERTICAL,1009,997,187,186,1,0
Max - Gain | VERTICAL - HORIZONTAL,1032,1014,195,194,0,0
Gain - Max | HORIZONTAL - VERTICAL,974,986,184,183,0,0
Gain - Max | VERTICAL - HORIZONTAL,1036,1031,200,199,0,1
Avg - Gain | HORIZONTAL - VERTICAL,975,932,176,175,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1050,1010,198,197,1,1
Gain - Avg | HORIZONTAL - VERTICAL,843,868,154,153,1,0
Gain - Avg | VERTICAL - HORIZONTAL,1019,1048,200,199,1,1
Avg - Max | HORIZONTAL - VERTICAL,1035,1011,194,193,0,0
Avg - Max | VERTICAL - HORIZONTAL,1026,1011,192,191,0,1
Max - Avg | HORIZONTAL - VERTICAL,1008,1017,188,187,0,0
Max - Avg | VERTICAL - HORIZONTAL,1028,1039,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1039,1001,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,1023,1007,197,196,0,1
Gain - Max | HORIZONTAL - VERTICAL,953,949,171,170,3,0
Gain - Max | VERTICAL - HORIZONTAL,755,745,124,123,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1051,989,200,199,0,2
Avg - Gain | VERTICAL - HORIZONTAL,1009,966,189,188,0,0
Gain - Avg | HORIZONTAL - VERTICAL,800,801,147,146,0,0
Gain - Avg | VERTICAL - HORIZONTAL,637,639,99,98,1,0
Avg - Max | HORIZONTAL - VERTICAL,1013,996,191,190,1,0
Avg - Max | VERTICAL - HORIZONTAL,998,978,182,181,0,0
Max - Avg | HORIZONTAL - VERTICAL,992,1006,188,187,0,0
Max - Avg | VERTICAL - HORIZONTAL,1014,1026,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1004,992,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,1012,984,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,992,1004,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,992,985,194,193,1,0
Avg - Gain | HORIZONTAL - VERTICAL,993,944,189,188,1,0
Avg - Gain | VERTICAL - HORIZONTAL,881,828,160,159,0,2
Gain - Avg | HORIZONTAL - VERTICAL,674,682,117,116,1,0
Gain - Avg | VERTICAL - HORIZONTAL,962,978,190,189,1,0
Avg - Max | HORIZONTAL - VERTICAL,1002,994,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,990,970,189,188,0,0
Max - Avg | HORIZONTAL - VERTICAL,952,963,176,175,0,1
Max - Avg | VERTICAL - HORIZONTAL,992,986,194,193,0,1
Max - Gain | HORIZONTAL - VERTICAL,989,988,198,197,1,1
Max - Gain | VERTICAL - HORIZONTAL,960,954,186,185,0,0
Gain - Max | HORIZONTAL - VERTICAL,851,834,154,153,2,0
Gain - Max | VERTICAL - HORIZONTAL,820,793,145,144,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1010,965,198,197,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1001,957,195,194,0,0
Gain - Avg | HORIZONTAL - VERTICAL,699,704,118,117,0,1
Gain - Avg | VERTICAL - HORIZONTAL,974,1010,200,199,0,1
Avg - Max | HORIZONTAL - VERTICAL,976,960,187,186,0,0
Avg - Max | VERTICAL - HORIZONTAL,936,925,170,169,0,0
Max - Avg | HORIZONTAL - VERTICAL,981,983,195,194,0,0
Max - Avg | VERTICAL - HORIZONTAL,990,986,198,197,0,0
Max - Gain | HORIZONTAL - VERTICAL,987,979,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,977,960,193,192,0,2
Gain - Max | HORIZONTAL - VERTICAL,676,667,107,106,1,0
Gain - Max | VERTICAL - HORIZONTAL,538,518,83,82,1,0
Avg - Gain | HORIZONTAL - VERTICAL,975,922,188,187,2,0
Avg - Gain | VERTICAL - HORIZONTAL,936,903,181,180,0,1
Gain - Avg | HORIZONTAL - VERTICAL,647,651,108,107,0,0
Gain - Avg | VERTICAL - HORIZONTAL,607,615,103,102,0,1
Avg - Max | HORIZONTAL - VERTICAL,996,970,200,199,2,0
Avg - Max | VERTICAL - HORIZONTAL,985,972,197,196,1,0
Max - Avg | HORIZONTAL - VERTICAL,979,987,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,981,985,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,990,964,198,197,2,0
Max - Gain | VERTICAL - HORIZONTAL,982,980,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,969,987,198,197,1,0
Gain - Max | VERTICAL - HORIZONTAL,957,964,190,189,0,1
Avg - Gain | HORIZONTAL - VERTICAL,936,901,182,181,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1011,951,200,199,1,1
Gain - Avg | HORIZONTAL - VERTICAL,917,932,183,182,1,1
Gain - Avg | VERTICAL - HORIZONTAL,924,944,188,187,0,1
Avg - Max | HORIZONTAL - VERTICAL,981,971,197,196,0,0
Avg - Max | VERTICAL - HORIZONTAL,962,954,186,185,0,0
Max - Avg | HORIZONTAL - VERTICAL,981,981,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,978,976,197,196,0,1
Max - Gain | HORIZONTAL - VERTICAL,1013,960,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,1003,970,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,876,875,166,165,2,0
Gain - Max | VERTICAL - HORIZONTAL,561,543,89,88,0,1
Avg - Gain | HORIZONTAL - VERTICAL,941,895,183,182,1,0
Avg - Gain | VERTICAL - HORIZONTAL,949,910,185,184,0,0
Gain - Avg | HORIZONTAL - VERTICAL,922,977,190,189,0,0
Gain - Avg | VERTICAL - HORIZONTAL,549,553,89,88,0,1
Avg - Max | HORIZONTAL - VERTICAL,989,972,197,196,0,0
Avg - Max | VERTICAL - HORIZONTAL,977,962,190,189,1,0
Max - Avg | HORIZONTAL - VERTICAL,939,951,177,176,1,0
Max - Avg | VERTICAL - HORIZONTAL,981,992,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,999,993,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,977,963,189,188,0,2
Gain - Max | HORIZONTAL - VERTICAL,903,894,169,168,0,0
Gain - Max | VERTICAL - HORIZONTAL,583,576,88,87,0,0
Avg - Gain | HORIZONTAL - VERTICAL,877,844,161,160,1,0
Avg - Gain | VERTICAL - HORIZONTAL,988,946,191,190,0,1
Gain - Avg | HORIZONTAL - VERTICAL,913,946,185,184,1,1
Gain - Avg | VERTICAL - HORIZONTAL,981,1011,200,199,2,1
Avg - Max | HORIZONTAL - VERTICAL,997,987,197,196,1,0
Avg - Max | VERTICAL - HORIZONTAL,941,938,174,173,0,0
Max - Avg | HORIZONTAL - VERTICAL,978,974,190,189,0,0
Max - Avg | VERTICAL - HORIZONTAL,988,990,195,194,0,0
Max - Gain | HORIZONTAL - VERTICAL,951,955,189,188,1,0
Max - Gain | VERTICAL - HORIZONTAL,969,968,196,195,0,2
Gain - Max | HORIZONTAL - VERTICAL,947,941,188,187,2,0
Gain - Max | VERTICAL - HORIZONTAL,820,803,145,144,1,0
Avg - Gain | HORIZONTAL - VERTICAL,965,932,194,193,1,0
Avg - Gain | VERTICAL - HORIZONTAL,968,933,194,193,0,2
Gain - Avg | HORIZONTAL - VERTICAL,788,783,150,149,1,1
Gain - Avg | VERTICAL - HORIZONTAL,725,735,132,131,1,1
Avg - Max | HORIZONTAL - VERTICAL,936,916,174,173,1,0
Avg - Max | VERTICAL - HORIZONTAL,885,871,153,152,0,0
Max - Avg | HORIZONTAL - VERTICAL,973,978,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,922,933,175,174,0,1
Max - Gain | HORIZONTAL - VERTICAL,976,948,194,193,1,0
Max - Gain | VERTICAL - HORIZONTAL,958,951,189,188,0,3
Gain - Max | HORIZONTAL - VERTICAL,984,968,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,916,906,175,174,1,0
Avg - Gain | HORIZONTAL - VERTICAL,985,946,196,195,0,0
Avg - Gain | VERTICAL - HORIZONTAL,976,926,191,190,0,1
Gain - Avg | HORIZONTAL - VERTICAL,753,765,138,137,2,0
Gain - Avg | VERTICAL - HORIZONTAL,743,747,130,129,0,0
Avg - Max | HORIZONTAL - VERTICAL,942,916,172,171,1,0
Avg - Max | VERTICAL - HORIZONTAL,982,964,198,197,0,1
Max - Avg | HORIZONTAL - VERTICAL,953,947,183,182,1,0
Max - Avg | VERTICAL - HORIZONTAL,968,979,198,197,0,0
Max - Gain | HORIZONTAL - VERTICAL,981,957,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,977,961,200,199,1,1
Gain - Max | HORIZONTAL - VERTICAL,959,966,196,195,1,0
Gain - Max | VERTICAL - HORIZONTAL,963,975,200,199,1,1
Avg - Gain | HORIZONTAL - VERTICAL,995,943,200,199,0,2
Avg - Gain | VERTICAL - HORIZONTAL,891,858,173,172,0,2
Gain - Avg | HORIZONTAL - VERTICAL,952,986,200,199,1,0
Gain - Avg | VERTICAL - HORIZONTAL,633,631,106,105,2,0
Avg - Max | HORIZONTAL - VERTICAL,979,953,198,197,1,0
Avg - Max | VERTICAL - HORIZONTAL,940,932,181,180,0,1
Max - Avg | HORIZONTAL - VERTICAL,971,961,198,197,0,0
Max - Avg | VERTICAL - HORIZONTAL,946,946,186,185,0,0
Max - Gain | HORIZONTAL - VERTICAL,964,975,186,185,0,1
Max - Gain | VERTICAL - HORIZONTAL,1013,996,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,1013,996,200,199,0,0
Gain - Max | VERTICAL - HORIZONTAL,883,882,162,161,0,1
Avg - Gain | HORIZONTAL - VERTICAL,959,926,182,181,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1023,977,198,197,2,0
Gain - Avg | HORIZONTAL - VERTICAL,890,895,164,163,0,2
Gain - Avg | VERTICAL - HORIZONTAL,982,1027,200,199,1,1
Avg - Max | HORIZONTAL - VERTICAL,948,938,167,166,1,0
Avg - Max | VERTICAL - HORIZONTAL,1008,993,198,197,0,1
Max - Avg | HORIZONTAL - VERTICAL,996,1005,198,197,0,0
Max - Avg | VERTICAL - HORIZONTAL,994,1003,195,194,0,1
Max - Gain | HORIZONTAL - VERTICAL,990,982,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,980,960,192,191,0,1
Gain - Max | HORIZONTAL - VERTICAL,982,978,197,196,1,0
Gain - Max | VERTICAL - HORIZONTAL,855,845,154,153,0,0
Avg - Gain | HORIZONTAL - VERTICAL,991,940,194,193,1,1
Avg - Gain | VERTICAL - HORIZONTAL,913,900,177,176,0,1
Gain - Avg | HORIZONTAL - VERTICAL,907,930,183,182,1,0
Gain - Avg | VERTICAL - HORIZONTAL,730,740,134,133,0,2
Avg - Max | HORIZONTAL - VERTICAL,996,965,197,196,0,0
Avg - Max | VERTICAL - HORIZONTAL,930,926,171,170,1,1
Max - Avg | HORIZONTAL - VERTICAL,985,976,197,196,0,0
Max - Avg | VERTICAL - HORIZONTAL,981,991,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1014,1011,198,197,1,1
Max - Gain | VERTICAL - HORIZONTAL,1000,987,191,190,0,1
Gain - Max | HORIZONTAL - VERTICAL,1022,1008,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,985,1034,198,197,1,1
Avg - Gain | HORIZONTAL - VERTICAL,999,965,188,187,1,0
Avg - Gain | VERTICAL - HORIZONTAL,940,903,171,170,0,1
Gain - Avg | HORIZONTAL - VERTICAL,996,1018,198,197,1,0
Gain - Avg | VERTICAL - HORIZONTAL,907,929,169,168,1,1
Avg - Max | HORIZONTAL - VERTICAL,1012,1002,194,193,0,0
Avg - Max | VERTICAL - HORIZONTAL,983,963,179,178,0,1
Max - Avg | HORIZONTAL - VERTICAL,1008,1012,197,196,0,2
Max - Avg | VERTICAL - HORIZONTAL,986,992,184,183,0,1
Max - Gain | HORIZONTAL - VERTICAL,1025,1006,196,195,1,1
Max - Gain | VERTICAL - HORIZONTAL,1043,1005,200,199,0,3
Gain - Max | HORIZONTAL - VERTICAL,877,860,157,156,2,0
Gain - Max | VERTICAL - HORIZONTAL,622,609,99,98,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1025,980,193,192,0,2
Avg - Gain | VERTICAL - HORIZONTAL,950,906,175,174,1,1
Gain - Avg | HORIZONTAL - VERTICAL,768,767,129,128,1,0
Gain - Avg | VERTICAL - HORIZONTAL,728,734,126,125,2,0
Avg - Max | HORIZONTAL - VERTICAL,1034,1014,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,1035,1013,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,1006,1009,190,189,0,0
Max - Avg | VERTICAL - HORIZONTAL,998,985,182,181,0,1
Max - Gain | HORIZONTAL - VERTICAL,1002,984,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,979,971,192,191,0,1
Gain - Max | HORIZONTAL - VERTICAL,969,972,192,191,1,0
Gain - Max | VERTICAL - HORIZONTAL,993,993,200,199,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1019,967,200,199,1,0
Avg - Gain | VERTICAL - HORIZONTAL,988,946,192,191,0,2
Gain - Avg | HORIZONTAL - VERTICAL,905,918,174,173,1,0
Gain - Avg | VERTICAL - HORIZONTAL,935,960,185,184,1,1
Avg - Max | HORIZONTAL - VERTICAL,1001,975,196,195,0,1
Avg - Max | VERTICAL - HORIZONTAL,997,989,200,199,1,0
Max - Avg | HORIZONTAL - VERTICAL,986,1000,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,981,1005,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1012,1003,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,1015,1000,200,199,0,3
Gain - Max | HORIZONTAL - VERTICAL,925,912,168,167,2,0
Gain - Max | VERTICAL - HORIZONTAL,1012,1003,200,199,1,0
Avg - Gain | HORIZONTAL - VERTICAL,964,925,182,181,0,2
Avg - Gain | VERTICAL - HORIZONTAL,943,895,177,176,0,1
Gain - Avg | HORIZONTAL - VERTICAL,753,767,133,132,1,0
Gain - Avg | VERTICAL - HORIZONTAL,887,900,167,166,0,0
Avg - Max | HORIZONTAL - VERTICAL,966,949,175,174,1,0
Avg - Max | VERTICAL - HORIZONTAL,972,963,176,175,1,1
Max - Avg | HORIZONTAL - VERTICAL,981,977,185,184,1,1
Max - Avg | VERTICAL - HORIZONTAL,1006,1009,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1024,1016,195,194,0,1
Max - Gain | VERTICAL - HORIZONTAL,1042,1017,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,690,675,102,101,1,0
Gain - Max | VERTICAL - HORIZONTAL,987,981,182,181,0,0
Avg - Gain | HORIZONTAL - VERTICAL,972,953,180,179,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1026,993,195,194,1,1
Gain - Avg | HORIZONTAL - VERTICAL,952,969,180,179,2,0
Gain - Avg | VERTICAL - HORIZONTAL,770,783,130,129,1,1
Avg - Max | HORIZONTAL - VERTICAL,925,914,153,152,0,0
Avg - Max | VERTICAL - HORIZONTAL,1038,1021,200,199,1,0
Max - Avg | HORIZONTAL - VERTICAL,1015,1020,191,190,0,1
Max - Avg | VERTICAL - HORIZONTAL,1009,1019,191,190,0,0
Max - Gain | HORIZONTAL - VERTICAL,1023,1015,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,1002,1005,191,190,0,0
Gain - Max | HORIZONTAL - VERTICAL,819,817,142,141,1,0
Gain - Max | VERTICAL - HORIZONTAL,805,794,139,138,1,0
Avg - Gain | HORIZONTAL - VERTICAL,974,937,185,184,0,2
Avg - Gain | VERTICAL - HORIZONTAL,962,930,180,179,0,3
Gain - Avg | HORIZONTAL - VERTICAL,940,950,178,177,1,1
